id,node1,node2,is_linked,max_flow
2640,3686,6247,0,1
2641,1318,6281,0,2
2642,7095,7217,1,1
2643,2222,3370,1,1
2644,1825,7445,1,1
2645,863,6888,1,3
2646,1562,6369,0,1
2647,1576,5679,1,4
2648,985,1497,0,1
2649,1340,5855,0,1
2650,4146,7190,0,12
2651,2038,2690,0,1
2652,2629,2744,1,6
2653,5832,7426,1,2
2654,4572,7210,1,1
2655,4280,5019,1,2
2656,2187,3836,1,2
2657,1852,3809,1,1
2658,6890,7040,1,2
2659,678,7571,1,4
2660,3209,6479,0,2
2661,7560,7564,0,1
2662,3774,6263,0,1
2663,5375,6682,0,1
2664,1786,5882,1,4
2665,1817,2678,1,2
2666,160,3809,1,2
2667,1097,7171,0,1
2668,132,3601,1,2
2669,394,5410,0,1
2670,2638,7206,1,2
2671,1140,6769,0,1
2672,2219,6436,1,2
2673,1126,4688,0,1
2674,37,207,0,1
2675,4539,4616,0,1
2676,6621,7108,1,1
2677,2977,6414,0,1
2678,703,3467,0,1
2679,892,3154,1,3
2680,4403,6259,1,1
2681,4718,6567,0,3
2682,3587,7207,1,1
2683,2797,3705,1,8
2684,5763,7174,1,6
2685,1207,1545,0,1
2686,3328,7426,1,2
2687,1798,3371,0,1
2688,2274,6559,1,2
2689,180,2448,0,1
2690,3562,6344,0,1
2691,147,1666,1,5
2692,4307,5446,0,2
2693,2857,4429,0,1
2694,2994,3712,1,3
2695,432,2957,1,12
2696,727,3051,0,1
2697,161,6978,1,1
2698,5624,7156,1,3
2699,990,1263,0,2
2700,923,1774,0,1
2701,417,3717,0,2
2702,5411,7394,0,1
2703,133,4459,1,4
2704,2970,7309,1,13
2705,728,3809,1,2
2706,3592,4099,0,1
2707,2360,5560,1,5
2708,3198,5875,0,1
2709,1651,4474,0,2
2710,1168,2827,1,3
2711,3603,7511,1,2
2712,4741,4741,1,0
2713,1793,4809,1,3
2714,5462,6370,1,1
2715,3773,5783,1,2
2716,6330,6408,0,1
2717,508,7571,1,4
2718,2287,5685,1,1
2719,3333,5584,0,1
2720,338,3153,1,4
2721,288,1132,0,1
2722,33,6965,0,1
2723,7002,7306,1,2
2724,1315,3087,0,1
2725,458,879,1,1
2726,2023,2623,0,1
2727,1316,6434,1,1
2728,1694,3761,0,1
2729,2397,2474,1,1
2730,1431,2957,1,6
2731,522,6935,0,1
2732,2894,7283,1,1
2733,1072,4692,0,2
2734,2563,6374,0,1
2735,619,5142,0,1
2736,5375,6218,1,1
2737,1017,3274,1,2
2738,2268,6416,1,3
2739,2728,6081,1,2
2740,6558,7174,1,3
2741,2058,2625,1,5
2742,2169,4271,0,1
2743,3187,6076,0,1
2744,2540,6164,1,4
2745,784,2947,1,1
2746,889,889,1,0
2747,4298,7323,0,1
2748,354,864,0,1
2749,361,3810,1,14
2750,3923,3975,1,4
2751,2556,3543,1,8
2752,1518,3966,1,3
2753,61,2276,0,1
2754,5169,7318,0,1
2755,1085,6480,0,1
2756,87,502,1,1
2757,1561,6520,1,2
2758,1314,1375,0,2
2759,5787,7283,1,5
2760,992,4966,0,1
2761,1911,3450,1,3
2762,2018,6989,1,1
2763,4161,5239,1,1
2764,2442,6720,1,1
2765,424,6749,0,1
2766,7139,7311,0,1
2767,3966,7571,1,12
2768,740,5712,1,5
2769,5021,6226,0,1
2770,1995,6923,1,1
2771,338,5884,1,2
2772,1268,4055,0,2
2773,1703,5698,1,1
2774,1100,4487,0,1
2775,2159,3823,0,1
2776,1852,5134,0,1
2777,1291,7317,0,1
2778,1950,4388,1,1
2779,1102,3986,0,1
2780,594,3274,1,1
2781,1235,3639,0,1
2782,1758,2309,1,1
2783,1686,6979,1,4
2784,5248,5606,0,1
2785,2500,2511,0,1
2786,3230,3440,1,2
2787,2260,6963,1,2
2788,2938,5693,1,1
2789,1747,6086,0,1
2790,6125,7309,1,2
2791,1190,3809,1,1
2792,351,7327,0,1
2793,6109,6551,1,1
2794,433,5039,1,2
2795,2970,4898,0,1
2796,844,6769,1,1
2797,220,7283,1,4
2798,1143,3315,0,1
2799,4185,4185,1,0
2800,2329,3153,1,1
2801,3421,4446,0,1
2802,2097,3298,1,1
2803,7211,7283,1,1
2804,2349,7474,0,1
2805,6492,6900,0,1
2806,2769,5763,0,1
2807,1226,7174,0,4
2808,455,3682,1,3
2809,893,7087,0,1
2810,166,799,0,1
2811,779,5350,1,5
2812,2167,2957,1,3
2813,851,4218,1,1
2814,7082,7272,1,26
2815,208,6227,0,1
2816,11,5882,1,5
2817,765,3815,0,1
2818,381,4827,0,1
2819,847,1940,1,1
2820,2339,2419,0,2
2821,6902,7379,1,2
2822,151,683,0,1
2823,1011,4852,0,1
2824,2302,4310,1,4
2825,2420,7042,0,1
2826,1823,4963,0,1
2827,1654,5019,1,7
2828,2337,2590,1,3
2829,1146,4153,0,1
2830,1593,7325,0,2
2831,10,1672,1,8
2832,485,5170,1,1
2833,2319,2510,1,2
2834,332,3094,0,4
2835,1028,7430,0,1
2836,4182,7479,1,6
2837,1672,6416,1,10
2838,658,1638,1,8
2839,538,6139,0,1
2840,1638,2780,0,3
2841,2071,3750,1,3
2842,904,6057,0,1
2843,1268,7543,1,3
2844,2917,3270,0,1
2845,1235,2718,1,1
2846,114,5352,1,2
2847,3976,5669,1,2
2848,1330,6705,0,3
2849,809,3809,1,1
2850,2111,7323,1,1
2851,1305,7426,1,3
2852,626,633,1,1
2853,87,3538,1,2
2854,960,1510,1,6
2855,133,7560,1,7
2856,459,4984,0,1
2857,98,5111,0,2
2858,2119,3933,0,1
2859,2055,6227,1,3
2860,1372,7543,1,7
2861,1806,6133,1,1
2862,797,1398,1,3
2863,644,2642,1,1
2864,2468,4781,1,5
2865,2618,6386,1,5
2866,156,4011,0,1
2867,930,2786,1,4
2868,1424,6809,1,2
2869,2640,4422,1,11
2870,5803,7315,1,2
2871,3032,6098,1,2
2872,5258,6452,0,1
2873,1876,7315,1,1
2874,878,7317,1,2
2875,5178,6551,1,7
2876,3887,4146,1,2
2877,464,6104,1,5
2878,1666,3809,1,7
2879,3003,4462,0,1
2880,4656,4663,0,1
2881,1884,4578,1,1
2882,1570,3036,0,1
2883,3960,6423,1,6
2884,1318,6409,0,1
2885,1279,4279,1,3
2886,902,5350,1,5
2887,4658,5634,0,1
2888,440,4611,1,4
2889,3740,6652,0,1
2890,2426,5629,0,1
2891,2716,4379,1,2
2892,5247,6502,1,1
2893,600,931,0,1
2894,3592,3809,1,1
2895,40,3396,0,1
2896,993,7223,1,7
2897,836,6374,1,12
2898,1815,6072,1,1
2899,2965,7165,0,1
2900,564,5142,1,1
2901,3757,6337,0,1
2902,733,6108,0,1
2903,851,7242,0,1
2904,1684,6505,0,1
2905,902,5786,1,2
2906,2419,4782,0,3
2907,125,4903,0,1
2908,1643,3087,0,1
2909,1717,2949,0,1
2910,1651,4934,0,1
2911,1879,3380,1,2
2912,444,7217,0,1
2913,3438,5640,0,1
2914,6563,7211,0,1
2915,4321,5697,1,1
2916,3362,4722,1,3
2917,189,3586,1,2
2918,4692,6378,1,5
2919,839,3408,0,1
2920,207,1772,0,1
2921,3209,4079,1,2
2922,3265,6666,0,1
2923,444,4859,0,1
2924,1950,2005,1,1
2925,2728,4718,1,2
2926,815,7325,1,2
2927,2700,6868,1,2
2928,1226,4358,1,2
2929,2965,4582,0,1
2930,3250,4674,0,1
2931,2739,5170,0,1
2932,1125,2022,0,1
2933,738,6889,1,3
2934,3161,4900,0,1
2935,2618,4733,1,4
2936,2113,5006,0,5
2937,1503,7190,1,2
2938,4546,4951,0,2
2939,3000,5387,0,1
2940,2437,2523,1,2
2941,4029,6784,0,1
2942,2950,3043,0,1
2943,3786,7503,0,1
2944,4533,7110,1,3
2945,263,6681,1,2
2946,6344,7415,0,1
2947,3210,3285,0,1
2948,348,6929,0,1
2949,656,4811,0,1
2950,360,5858,1,2
2951,1051,4084,0,1
2952,2087,6876,0,2
2953,5766,7225,1,1
2954,1908,6350,0,1
2955,4015,6245,0,1
2956,1575,3214,0,1
2957,4144,5929,1,3
2958,2802,3386,1,4
2959,2653,5513,0,1
2960,286,1553,1,2
2961,739,1850,0,1
2962,1358,3849,1,2
2963,1554,2004,0,1
2964,318,564,0,1
2965,4125,7248,1,2
2966,4441,7051,0,2
2967,941,1902,1,2
2968,908,3155,1,2
2969,4461,6560,0,1
2970,613,1424,0,1
2971,1322,6374,1,6
2972,1260,2111,0,1
2973,1053,2757,1,1
2974,30,1493,0,2
2975,3607,4398,1,2
2976,1549,6004,0,1
2977,3610,4223,0,1
2978,1507,3809,1,1
2979,2889,3381,1,2
2980,3772,4940,0,1
2981,1234,5310,1,1
2982,4,3080,0,1
2983,2212,3427,1,8
2984,994,6054,0,1
2985,7257,7479,1,1
2986,1188,7002,0,1
2987,2645,6961,1,2
2988,1414,3178,0,1
2989,4807,5473,0,1
2990,5811,7272,0,12
2991,417,954,1,2
2992,3976,5258,1,2
2993,4582,6416,1,1
2994,1853,3097,0,1
2995,2752,3203,1,1
2996,1128,2571,1,2
2997,182,4764,0,2
2998,367,3639,1,1
2999,1121,3846,0,1
3000,97,5496,0,1
3001,2085,2295,1,1
3002,736,6265,0,3
3003,811,1155,0,1
3004,0,2051,1,1
3005,1749,5838,0,3
3006,5384,6870,1,3
3007,6521,6652,1,1
3008,2153,2726,0,1
3009,5352,6222,1,2
3010,5332,7149,1,2
3011,4441,5193,0,2
3012,2379,4127,1,1
3013,4567,5658,0,1
3014,596,2749,0,1
3015,4225,6748,0,1
3016,981,7044,0,1
3017,2074,3569,0,1
3018,2880,5041,0,2
3019,6081,6442,1,4
3020,731,5399,0,1
3021,3032,4149,0,4
3022,1145,4688,0,2
3023,11,5630,1,2
3024,5666,6262,1,3
3025,5084,5288,0,1
3026,717,4508,0,1
3027,6230,6682,1,1
3028,2358,5294,1,6
3029,4045,4046,1,2
3030,1493,2249,0,3
3031,2246,4462,0,1
3032,1831,2521,1,1
3033,86,4278,0,1
3034,491,834,0,1
3035,4173,5700,0,1
3036,1097,3786,0,1
3037,2973,3562,0,1
3038,844,3538,0,1
3039,11,2358,1,5
3040,298,5276,0,1
3041,2122,5149,1,2
3042,4244,6034,0,1
3043,6416,7028,0,1
3044,1912,3577,0,1
3045,1791,4512,0,1
3046,3350,5924,1,3
3047,6515,6614,0,2
3048,10,4781,1,8
3049,2324,6123,0,1
3050,3265,5162,0,1
3051,4034,7393,1,2
3052,497,5463,1,2
3053,2396,3871,0,1
3054,516,7571,1,2
3055,138,5168,0,2
3056,86,4062,0,1
3057,304,2480,0,2
3058,5235,7045,0,1
3059,109,5712,1,3
3060,5405,5458,0,1
3061,2996,6251,0,1
3062,350,2055,0,1
3063,2260,6072,0,1
3064,1548,3427,1,11
3065,361,4166,1,7
3066,2974,3634,1,1
3067,32,3976,1,8
3068,5445,7400,1,1
3069,681,7289,0,2
3070,3476,7434,1,1
3071,332,3351,0,1
3072,6188,6365,1,1
3073,225,4787,1,2
3074,5189,7110,1,3
3075,4065,5401,0,1
3076,3482,4478,0,1
3077,2060,5405,0,1
3078,2368,7403,1,3
3079,6284,6392,1,3
3080,242,3809,1,2
3081,361,3908,1,8
3082,286,813,0,1
3083,174,1934,0,1
3084,6415,6810,1,1
3085,3087,3525,1,7
3086,1264,3809,1,1
3087,162,5269,0,1
3088,97,7511,0,3
3089,2867,5791,0,2
3090,2231,3470,0,1
3091,3914,6963,1,1
3092,4030,7149,1,2
3093,4934,5544,1,1
3094,2226,5383,1,1
3095,1533,3814,1,2
3096,23,5853,0,1
3097,4603,6081,0,1
3098,88,3172,1,1
3099,3209,6191,0,1
3100,1553,5001,0,1
3101,1465,4550,1,1
3102,1536,3257,1,4
3103,2018,4173,0,1
3104,2712,5712,1,2
3105,919,2531,1,1
3106,361,1305,1,3
3107,1110,1243,0,1
3108,599,2997,0,1
3109,150,2797,0,2
3110,432,4279,1,12
3111,3998,5884,0,2
3112,211,3842,0,1
3113,1887,7042,1,2
3114,721,3760,1,2
3115,3326,4146,1,8
3116,1954,4046,1,1
3117,3976,5178,1,7
3118,1173,3476,0,1
3119,1256,3094,1,3
3120,4515,7278,0,1
3121,921,1553,0,2
3122,125,4649,0,1
3123,4504,7342,0,1
3124,1161,3844,0,1
3125,1656,2130,0,1
3126,5435,6416,1,1
3127,797,7103,1,5
3128,2173,3178,1,3
3129,2802,4279,1,4
3130,1984,3809,1,1
3131,2144,7426,1,1
3132,5016,5016,1,0
3133,326,5651,1,1
3134,738,2901,1,3
3135,4161,4539,1,4
3136,2064,3809,1,1
3137,2038,3809,1,3
3138,386,3001,0,1
3139,2901,5946,1,1
3140,5352,6074,0,1
3141,1445,2244,1,2
3142,3647,5321,1,1
3143,3087,6327,1,1
3144,368,2290,0,1
3145,6434,6516,1,2
3146,1163,6663,0,1
3147,552,4166,0,2
3148,4045,6812,1,4
3149,2331,2857,1,1
3150,190,1972,1,2
3151,2117,3599,0,1
3152,3687,4813,1,1
3153,644,6508,1,4
3154,835,3025,0,1
3155,5011,6593,1,2
3156,838,1144,0,1
3157,913,3918,1,3
3158,1120,4789,0,1
3159,1901,7474,0,1
3160,1318,3348,1,2
3161,1636,2662,0,1
3162,282,597,1,5
3163,2911,5310,0,1
3164,1650,3009,0,1
3165,49,2916,0,1
3166,2508,5279,0,1
3167,3559,7040,1,3
3168,2004,4870,1,3
3169,197,6265,0,1
3170,2012,6502,0,1
3171,1293,6881,0,1
3172,4759,5907,0,1
3173,2420,3976,0,1
3174,2649,7066,0,1
3175,84,633,1,1
3176,979,1365,0,1
3177,4094,6703,0,1
3178,4154,7008,0,1
3179,427,4928,0,1
3180,1699,5853,1,1
3181,6005,7223,1,1
3182,1842,3121,1,4
3183,658,894,1,4
3184,1536,4585,1,4
3185,1205,2003,1,3
3186,6607,6700,1,1
3187,3233,4253,0,1
3188,99,426,1,1
3189,1629,5625,1,1
3190,251,801,1,1
3191,796,3571,0,1
3192,1351,4681,0,1
3193,1709,5669,0,2
3194,220,2111,1,2
3195,2497,3809,1,1
3196,1313,3446,1,2
3197,2623,3511,0,1
3198,5485,6724,1,1
3199,2172,2699,0,2
3200,2797,6716,1,1
3201,2750,3608,1,1
3202,736,5473,0,1
3203,1651,2468,1,2
3204,971,1520,1,1
3205,794,6906,0,1
3206,1398,6551,1,3
3207,1485,3809,1,2
3208,2690,3446,0,1
3209,1985,6195,1,2
3210,3814,6795,1,6
3211,941,1912,1,1
3212,1785,7410,0,1
3213,3087,7385,1,4
3214,1435,7426,1,1
3215,3032,7426,1,5
3216,1793,5874,1,3
3217,1902,7166,1,4
3218,2326,2326,1,0
3219,90,6440,0,3
3220,4814,7174,1,3
3221,432,2834,0,1
3222,729,1712,1,2
3223,294,2691,0,2
3224,32,4238,0,3
3225,759,2764,1,5
3226,845,1112,0,1
3227,5410,5634,0,1
3228,88,4459,0,4
3229,2171,6580,0,1
3230,4486,5787,0,1
3231,3750,4620,1,3
3232,2882,3740,0,1
3233,888,3809,1,1
3234,455,3560,0,2
3235,4253,4715,1,1
3236,2994,3809,1,3
3237,3564,3809,1,1
3238,4425,5453,1,1
3239,1329,3828,1,2
3240,2139,2632,1,6
3241,1850,6598,0,1
3242,2911,4589,1,2
3243,5984,6208,0,1
3244,5778,7206,0,1
3245,951,4641,0,1
3246,5990,6225,1,1
3247,86,1583,0,1
3248,49,5227,0,1
3249,2295,5358,0,1
3250,2905,3656,1,3
3251,4078,7283,1,4
3252,646,850,1,4
3253,2722,5545,0,1
3254,917,1734,0,1
3255,4708,6379,0,1
3256,179,1550,0,4
3257,3787,5929,1,3
3258,2549,6514,0,2
3259,2596,5394,0,1
3260,3829,5166,0,1
3261,1866,4064,0,1
3262,3362,6551,1,10
3263,1745,7124,1,4
3264,1226,6999,0,1
3265,1375,2987,1,2
3266,4779,5490,0,1
3267,1468,5387,0,1
3268,3520,4641,0,1
3269,3328,7260,1,2
3270,611,4337,1,1
3271,4096,4308,0,1
3272,2063,6972,0,1
3273,504,7084,1,3
3274,4809,7426,0,6
3275,215,3468,1,1
3276,6854,7207,1,1
3277,2615,6769,0,1
3278,494,7479,1,4
3279,4485,6916,1,1
3280,356,2501,1,1
3281,4089,6156,0,1
3282,53,3225,0,1
3283,3362,4679,1,1
3284,1394,6757,0,1
3285,2284,6580,1,1
3286,3097,4071,0,1
3287,2284,5258,0,2
3288,1279,4357,0,1
3289,3394,4347,0,1
3290,849,992,1,3
3291,863,5666,0,3
3292,1876,5203,0,1
3293,859,3252,0,4
3294,7045,7576,0,1
3295,5125,5463,0,1
3296,859,6416,1,4
3297,1066,1639,0,1
3298,2141,7599,0,1
3299,2279,4972,0,1
3300,2916,4529,1,1
3301,3087,4447,1,6
3302,3007,4832,0,1
3303,844,6090,0,1
3304,3110,5330,0,1
3305,1852,3675,0,1
3306,500,2379,0,1
3307,4146,4265,0,1
3308,3429,5026,1,1
3309,5521,6191,1,1
3310,2861,6917,0,2
3311,4852,6917,1,6
3312,5462,6418,0,1
3313,2222,5272,0,1
3314,459,739,0,1
3315,1398,6682,0,1
3316,159,1908,1,1
3317,252,6632,0,1
3318,2084,5518,0,1
3319,3389,4850,1,1
3320,2005,6487,1,2
3321,5464,6238,0,1
3322,986,6393,0,1
3323,5472,6898,0,2
3324,1016,1828,1,2
3325,30,5196,0,1
3326,174,6416,1,8
3327,1273,3108,0,1
3328,848,5722,1,4
3329,6111,6879,1,1
3330,2099,3305,1,10
3331,1377,4422,0,1
3332,902,3502,1,3
3333,1561,4928,0,1
3334,2610,7390,1,2
3335,2980,4127,1,12
3336,1934,6054,0,1
3337,5304,7223,0,1
3338,17,1013,1,3
3339,1086,2309,0,1
3340,1967,5584,1,1
3341,902,2744,0,6
3342,2723,6828,0,2
3343,2295,3156,0,1
3344,1639,7289,1,2
3345,2651,3799,0,1
3346,2804,6904,0,1
3347,3925,7589,1,1
3348,92,842,1,1
3349,265,6961,0,1
3350,3159,3543,1,2
3351,132,605,1,1
3352,5763,6208,0,1
3353,1244,6543,0,1
3354,3525,6812,1,7
3355,490,5431,1,1
3356,6004,6891,1,1
3357,2462,6776,0,1
3358,97,7426,1,3
3359,1839,6074,1,1
3360,3087,6991,1,2
3361,350,2839,0,1
3362,1148,3427,1,6
3363,3225,6811,0,3
3364,6505,7318,1,1
3365,824,2414,1,7
3366,4725,6033,1,1
3367,3366,4337,0,2
3368,2557,3809,1,1
3369,1573,2282,0,1
3370,708,1080,0,1
3371,1510,3815,1,1
3372,654,1588,0,1
3373,979,7044,0,2
3374,288,3497,0,1
3375,3157,5791,1,3
3376,1507,2820,0,1
3377,5285,7589,0,1
3378,158,3582,0,1
3379,3690,5035,1,2
3380,771,2715,0,1
3381,1755,6817,1,1
3382,5162,7446,0,3
3383,1672,7289,0,4
3384,467,677,1,3
3385,3165,3809,1,1
3386,3864,5924,0,1
3387,4217,5636,1,6
3388,4699,5227,0,1
3389,1854,6416,1,2
3390,3349,6681,0,1
3391,2099,2501,1,5
3392,2857,5219,1,6
3393,137,6551,1,3
3394,1478,4004,0,1
3395,1654,5383,1,7
3396,849,3434,0,1
3397,721,2172,0,2
3398,1830,7183,0,2
3399,174,2508,1,2
3400,1200,6951,0,1
3401,881,2449,1,1
3402,768,6284,0,1
3403,6542,6870,1,9
3404,3290,5178,1,2
3405,683,1399,0,1
3406,426,3925,0,1
3407,3657,5624,1,3
3408,616,6416,1,10
3409,2330,3396,1,1
3410,5667,7334,0,1
3411,363,6628,0,1
3412,2099,6323,1,9
3413,2206,6147,0,1
3414,2130,5171,0,1
3415,2419,7272,1,4
3416,3034,4773,0,1
3417,288,5626,1,1
3418,3312,5178,1,1
3419,98,6862,0,1
3420,2466,7257,0,1
3421,4277,5363,1,2
3422,3785,5651,1,5
3423,3181,4938,1,6
3424,3077,7496,1,2
3425,826,4773,1,1
3426,2320,6269,0,1
3427,7576,7576,1,0
3428,274,3534,0,1
3429,797,3104,1,1
3430,3823,5446,0,3
3431,2268,4235,0,2
3432,4427,4757,0,1
3433,2923,4741,0,3
3434,448,1520,1,1
3435,4474,5240,0,1
3436,492,3032,0,1
3437,202,3861,0,1
3438,3705,4807,1,1
3439,3647,7555,1,2
3440,366,5276,0,1
3441,474,2459,1,2
3442,3063,6961,1,1
3443,1779,7429,0,1
3444,241,3809,1,1
3445,187,4832,0,1
3446,2139,6416,1,6
3447,232,7134,0,1
3448,1753,6904,1,1
3449,360,4004,1,1
3450,658,4480,1,5
3451,315,6332,0,1
3452,2860,7329,0,1
3453,2167,3964,1,3
3454,3480,5845,0,1
3455,913,6492,0,1
3456,3601,7222,1,1
3457,2675,3809,1,4
3458,2101,3377,0,1
3459,5350,6256,0,1
3460,1477,3881,0,1
3461,247,2861,0,1
3462,2957,4279,1,13
3463,1844,3548,0,1
3464,4408,5389,1,1
3465,2690,6641,1,1
3466,3830,6917,1,1
3467,878,7419,1,2
3468,3822,4539,1,1
3469,3025,4883,0,1
3470,4232,5132,1,1
3471,3103,7174,1,2
3472,440,3779,0,1
3473,2626,6135,0,1
3474,4746,5981,1,7
3475,1715,5409,0,1
3476,1002,7507,1,1
3477,2663,4556,0,1
3478,3666,6628,0,2
3479,2938,3588,1,1
3480,455,729,0,2
3481,2185,3735,1,3
3482,5651,6761,1,6
3483,4504,7468,1,2
3484,3362,5651,1,10
3485,4193,6026,1,1
3486,427,1347,0,1
3487,1137,4753,0,1
3488,6230,6434,1,8
3489,630,5467,0,2
3490,1554,3686,1,1
3491,1709,5481,1,1
3492,3787,5882,1,10
3493,4218,5531,0,1
3494,231,500,1,1
3495,417,1826,1,3
3496,3330,4291,0,1
3497,5464,6718,0,1
3498,2477,3776,1,3
3499,361,2970,1,23
3500,3464,6195,0,2
3501,2585,2761,0,1
3502,98,6768,0,1
3503,621,1102,0,2
3504,1337,6651,0,1
3505,274,5116,1,1
3506,1394,5247,0,1
3507,5813,7135,1,1
3508,760,6593,0,1
3509,813,6169,0,1
3510,213,1491,0,3
3511,985,7416,0,1
3512,5380,6883,1,2
3513,955,6479,1,2
3514,4434,5373,1,1
3515,7004,7260,1,1
3516,5041,6104,0,2
3517,2177,4021,0,1
3518,367,5264,0,1
3519,3544,3810,1,14
3520,99,4076,1,3
3521,55,273,1,1
3522,3335,5803,1,2
3523,470,5739,1,3
3524,4218,6533,1,1
3525,1313,4733,1,4
3526,6686,7572,1,1
3527,180,6828,0,1
3528,2278,4490,0,1
3529,3323,3556,1,3
3530,1349,1491,0,1
3531,7207,7274,1,1
3532,1538,3198,0,1
3533,2187,3639,1,4
3534,3719,4451,0,1
3535,2239,7009,0,1
3536,1675,4516,0,1
3537,2923,4721,1,3
3538,628,5854,1,7
3539,1637,2494,0,1
3540,2757,5907,0,1
3541,1354,3809,1,2
3542,2750,5373,1,1
3543,2365,5794,0,1
3544,892,2715,0,1
3545,494,7416,1,4
3546,4971,5835,0,1
3547,4396,6965,0,1
3548,3547,3586,1,2
3549,424,3168,0,1
3550,2879,3052,1,1
3551,2615,7174,1,7
3552,1075,1272,0,1
3553,3233,6636,1,1
3554,286,2743,1,2
3555,3588,4010,0,1
3556,1048,2096,0,1
3557,4047,6036,0,2
3558,1971,7283,1,7
3559,5082,5983,0,1
3560,2696,6580,0,1
3561,437,5350,1,5
3562,2923,5595,1,2
3563,2556,2695,0,4
3564,7382,7571,0,2
3565,1228,1952,0,3
3566,186,5396,1,2
3567,4319,5194,0,1
3568,2003,3034,1,4
3569,2094,6369,0,1
3570,2308,3809,1,1
3571,2528,6812,0,1
3572,360,1015,1,2
3573,2084,3911,0,1
3574,3779,3809,1,1
3575,4789,5549,0,1
3576,1171,1950,0,1
3577,758,5030,0,1
3578,5320,6636,0,1
3579,3386,5329,1,5
3580,1526,5384,0,1
3581,5329,7426,1,5
3582,3398,4337,0,1
3583,2456,4580,1,2
3584,97,1152,0,1
3585,857,2757,0,1
3586,581,6108,1,3
3587,1402,6093,0,1
3588,6120,6423,1,2
3589,3862,4759,1,1
3590,2778,4474,0,1
3591,2432,7572,0,1
3592,773,1967,1,1
3593,3101,4253,0,1
3594,1431,1638,1,6
3595,2981,3706,1,1
3596,1388,2975,0,1
3597,3547,6410,0,1
3598,713,1322,1,1
3599,1654,6795,1,6
3600,2788,3263,1,3
3601,840,5227,0,1
3602,1110,1502,0,1
3603,245,332,1,4
3604,3634,5396,0,2
3605,2265,3255,1,1
3606,2206,7317,1,1
3607,213,681,1,2
3608,2511,6226,1,1
3609,1035,5956,0,1
3610,3985,6386,0,1
3611,1351,4307,0,1
3612,4363,4508,0,1
3613,5125,6774,1,1
3614,3450,6235,1,3
3615,6086,6681,1,1
3616,4036,5465,0,1
3617,3181,5882,0,7
3618,306,2549,0,3
3619,991,4337,1,1
3620,3940,5835,0,1
3621,1934,4637,0,1
3622,271,4971,1,1
3623,1154,3809,1,1
3624,2500,6774,0,1
3625,3787,5924,1,3
3626,3940,7098,1,1
3627,75,5363,0,1
3628,2668,5956,0,1
3629,1690,3742,0,1
3630,2468,7196,0,1
3631,361,3713,1,9
3632,1548,3908,1,8
3633,3774,4703,1,1
3634,222,4293,0,1
3635,3173,5623,0,2
3636,1848,3115,1,2
3637,2087,4449,0,1
3638,4889,7272,1,1
3639,3250,6114,0,1
3640,3522,6256,0,1
3641,2610,2963,0,2
3642,887,5271,1,8
3643,1502,2698,0,1
3644,2254,5421,1,1
3645,1246,1902,0,1
3646,2897,6104,0,1
3647,4852,5537,0,1
3648,4974,7074,1,1
3649,3248,7207,1,1
3650,4106,7196,0,1
3651,2800,7008,0,1
3652,5572,6861,1,1
3653,1684,7438,0,1
3654,4543,7444,0,1
3655,1221,3323,1,1
3656,2889,7438,0,1
3657,808,6074,1,1
3658,28,801,0,1
3659,2498,2549,1,1
3660,7284,7423,1,1
3661,3121,4957,0,1
3662,2007,7174,1,4
3663,3004,6717,1,1
3664,1558,2715,0,1
3665,646,3757,1,4
3666,127,5277,1,2
3667,2252,3119,1,3
3668,1493,6559,1,3
3669,4828,6961,1,2
3670,1839,4764,0,1
3671,5269,5790,0,1
3672,2901,5805,1,4
3673,40,7283,1,2
3674,894,5107,1,4
3675,298,3439,0,2
3676,361,1322,1,6
3677,3308,7553,0,1
3678,1900,4411,0,2
3679,2614,5294,1,3
3680,2741,4580,0,2
3681,1292,4703,0,1
3682,569,2360,1,1
3683,1496,3467,0,1
3684,2170,4201,1,3
3685,4206,4478,0,1
3686,4515,5854,1,3
3687,913,5882,1,3
3688,433,2708,1,2
3689,824,2249,1,6
3690,898,993,1,3
3691,19,7166,0,1
3692,3220,4037,1,1
3693,797,4827,0,1
3694,471,6932,0,1
3695,2869,5685,1,1
3696,4509,5227,0,1
3697,4278,5353,0,1
3698,1543,6363,0,1
3699,433,2591,0,1
3700,4702,6393,0,1
3701,2060,2419,0,4
3702,5712,6961,1,13
3703,3781,6763,1,3
3704,5171,5681,0,2
3705,1181,2556,0,1
3706,6230,7108,1,3
3707,182,4127,1,2
3708,6049,7279,0,1
3709,1635,4715,0,1
3710,361,3427,1,15
3711,3237,4059,0,1
3712,2038,5298,0,2
3713,1727,7553,0,1
3714,1481,2723,1,2
3715,5412,6116,1,2
3716,130,3166,1,1
3717,257,3585,1,1
3718,1463,3600,1,1
3719,30,1823,0,1
3720,960,1748,0,1
3721,874,1814,0,1
3722,760,4060,1,1
3723,5623,7341,0,1
3724,2490,4455,0,1
3725,2270,2943,0,1
3726,2540,3141,1,5
3727,6743,7426,0,2
3728,3665,6972,1,2
3729,93,3048,0,1
3730,90,3809,1,3
3731,361,7309,1,13
3732,1082,3087,1,2
3733,755,2159,0,1
3734,311,2423,1,2
3735,1699,2880,1,5
3736,341,4182,1,1
3737,3426,3809,1,1
3738,2912,4782,1,1
3739,645,6879,0,1
3740,485,4451,1,1
3741,130,5730,0,1
3742,1478,3545,0,1
